U_uav_log10_real,U_met_log10_real,U_uav_log10_imag,U_met_log10_imag,f_uav,f_met
4.82971556516619,4.79768341789442,0,0,0,0
3.16003930151859,2.65217515061854,-0.12207477105778,0.0492936965674228,0.00186968308871646,0.00186968308871646
3.22759030387176,2.81559478426565,-0.639877873014252,-0.308686912367626,0.00373936617743293,0.00373936617743293
3.39675450412668,3.11212834532278,0.00843625380076812,0.0540003600969382,0.00560904926614939,0.00560904926614939
3.23778458170256,3.37271027922723,0.834249755440265,0.909764948802883,0.00747873235486585,0.00747873235486585
3.10842915225687,3.24569918946192,1.1752315126857,1.24922492182784,0.00934841544358231,0.00934841544358231
2.62621039234916,2.07053248218651,1.08652757371809,-1.05901521740224,0.0112180985322988,0.0112180985322988
2.82804977365136,2.95552317726656,1.34001974875834,1.14229515291617,0.0130877816210152,0.0130877816210152
3.00843823736184,3.11519383110585,-0.13420770582756,0.0592413406901231,0.0149574647097317,0.0149574647097317
2.69238022831316,2.97551289414082,0.480139136238155,0.896588637142803,0.0168271477984482,0.0168271477984482
2.94485854614455,3.06163519134604,1.2273576909029,1.23619677972919,0.0186968308871646,0.0186968308871646
2.82446746319171,2.61656698517183,0.170600612475893,0.35798482329312,0.0205665139758811,0.0205665139758811
2.69233021113631,2.6401681643387,-1.14298869978588,-0.828684682951348,0.0224361970645976,0.0224361970645976
2.56962984706728,2.77239837609978,0.41678520741656,0.672939274733059,0.024305880153314,0.024305880153314
2.90573874865069,2.24439435292961,-1.28605665149161,1.18803122563144,0.0261755632420305,0.0261755632420305
2.79722339758691,2.78553751864719,-0.890268607954364,-0.863049766619344,0.0280452463307469,0.0280452463307469
2.75887981288608,2.76682553690379,-0.67566853161576,-0.425449169670209,0.0299149294194634,0.0299149294194634
2.84404867264103,2.91275901575894,0.125133319881904,0.0715042411994185,0.0317846125081799,0.0317846125081799
2.82666270114344,2.93094253839369,0.453241429014859,0.730187680125452,0.0336542955968963,0.0336542955968963
2.03965735846105,2.36690360795849,-0.0476727848588959,0.366839033431853,0.0355239786856128,0.0355239786856128
2.12432984631917,2.42787282965202,0.0248320553834215,-0.4553538473967,0.0373936617743292,0.0373936617743292
2.6921184549934,2.65077294004104,-0.64967369259617,-0.312658276000286,0.0392633448630457,0.0392633448630457
2.76423724569914,2.82920183972623,0.0246021310242038,0.361771947883032,0.0411330279517622,0.0411330279517622
2.63481466810522,2.52328359612395,0.956559120300064,0.753972587743223,0.0430027110404786,0.0430027110404786
2.52422009011674,1.5981927263348,-0.637066491817348,0.905189033093954,0.0448723941291951,0.0448723941291951
2.74287932972664,2.57404486232091,0.901354965983625,-1.16000871082852,0.0467420772179116,0.0467420772179116
1.66919993317525,2.01850522481599,-0.588773974751994,-1.13672654109372,0.048611760306628,0.048611760306628
2.34857534410786,2.44086828554921,0.703391409343909,0.820935346296351,0.0504814433953445,0.0504814433953445
2.50804229861207,2.52663379661884,0.926294037930477,0.625530750426237,0.052351126484061,0.052351126484061
2.16324699416131,2.30894902342103,0.462935415087106,1.09400598302528,0.0542208095727774,0.0542208095727774
2.66129541683703,2.24230469416346,0.867288677328185,1.12926721712951,0.0560904926614939,0.0560904926614939
2.74465665952619,2.6022444144131,1.21503691409807,1.33476298847447,0.0579601757502103,0.0579601757502103
2.6633245038472,2.74487672284186,-0.0730634486348298,0.174235381842198,0.0598298588389268,0.0598298588389268
2.75889241388665,2.6838165296845,0.529305824105067,0.739761300183038,0.0616995419276433,0.0616995419276433
2.66132589916426,2.84276030811174,0.801086311390781,-1.35311547719487,0.0635692250163597,0.0635692250163597
2.36499504764673,2.09410607133277,0.748117692663162,-0.478284086368545,0.0654389081050762,0.0654389081050762
2.37012526347126,2.05097762534023,-1.22227474167132,-1.09924879558805,0.0673085911937926,0.0673085911937926
2.64474564827666,2.30041565450934,1.16484347449378,-1.15533530065464,0.0691782742825091,0.0691782742825091
2.0574981486182,2.23049762484668,0.709614908987158,0.863441812505239,0.0710479573712256,0.0710479573712256
