U_uav_log10_real,U_met_log10_real,U_uav_log10_imag,U_met_log10_imag,f_uav,f_met
5.0004569423055,4.95283702834756,0,0,0,0
3.56506077159454,3.53836097655773,-0.00185188792106845,-0.00356345701264457,0.000844772967265047,0.000844772967265047
3.57581237208117,3.56405236603117,-1.27501829178586,-1.20954503201872,0.00168954593453009,0.00168954593453009
3.43390869067578,3.34580365584683,-0.27871730632506,-0.298085771989839,0.00253431890179514,0.00253431890179514
3.45467216844642,3.43748104442614,0.492211225627297,0.486110766882752,0.00337909186906019,0.00337909186906019
3.54410143118686,3.48045900315209,-0.805928509572627,-0.831676803057839,0.00422386483632524,0.00422386483632524
2.66465286764492,2.97895093861213,0.411952952184959,0.383947794324157,0.00506863780359029,0.00506863780359029
3.39751166575804,3.34422249352899,-0.720064567570434,-0.718331467347287,0.00591341077085533,0.00591341077085533
3.14282426184979,3.10888367234525,-1.06250400990517,-1.03463506799135,0.00675818373812038,0.00675818373812038
3.30219871693597,3.2048829067531,0.616546081967432,0.714250597291871,0.00760295670538543,0.00760295670538543
3.13613438776105,3.15117926488989,-0.129005171314511,-0.246369834517526,0.00844772967265047,0.00844772967265047
2.20318405251537,2.66362745582701,0.098652706551776,-0.059131629449683,0.00929250263991552,0.00929250263991552
3.3585903945303,3.31242741548485,0.953681764785092,0.971719867375525,0.0101372756071806,0.0101372756071806
2.44677291947037,2.36101530929244,0.0651137350370464,-0.0136504341342301,0.0109820485744456,0.0109820485744456
3.09861660250571,3.20908856376208,0.680099645235039,0.781889836792726,0.0118268215417107,0.0118268215417107
2.94588543538589,2.95011994811698,1.1235962006716,-1.15048301310808,0.0126715945089757,0.0126715945089757
2.9360516137573,2.91509334632853,0.74890279249835,1.10813668599429,0.0135163674762408,0.0135163674762408
3.23755243793603,3.16354143614719,1.05879933561449,1.15567461282017,0.0143611404435058,0.0143611404435058
2.62423070343576,2.79352915104368,0.330371552247073,0.388667701486783,0.0152059134107709,0.0152059134107709
2.94215959632159,2.84158579803621,-0.936279495672367,-1.02898236636917,0.0160506863780359,0.0160506863780359
2.33452321940393,2.73534560873703,-0.0587593004034448,0.0155675764162419,0.0168954593453009,0.0168954593453009
2.76074521385554,2.75890509145589,-0.716439315767686,-0.744837309099778,0.017740232312566,0.017740232312566
2.64230603961704,2.38394214696854,-0.0870011344792341,-0.788939297234138,0.018585005279831,0.018585005279831
2.61644623360953,2.8076474537523,0.348978362241242,0.506902082257955,0.0194297782470961,0.0194297782470961
1.80540319680192,2.53348942656031,1.34229299495028,-1.02232314385402,0.0202745512143611,0.0202745512143611
3.09967672105124,3.10519249367732,-0.243261163363378,0.00155734580799565,0.0211193241816262,0.0211193241816262
2.84843160428272,2.91016213076716,-0.302075026388024,-0.0798003854597693,0.0219640971488912,0.0219640971488912
2.60749429669436,2.68565532447626,-0.411983373176932,-0.17006073243103,0.0228088701161563,0.0228088701161563
2.93763402828847,2.81717666720002,-0.0185153285663919,0.172358352400766,0.0236536430834213,0.0236536430834213
2.50534073990923,2.11503458842786,0.764651881657607,-1.06874588951097,0.0244984160506864,0.0244984160506864
2.73422426572146,2.50407236273851,0.443499555430975,0.845101524877911,0.0253431890179514,0.0253431890179514
2.69137447420198,2.56049265358976,-1.17657618472925,-1.17633405534119,0.0261879619852165,0.0261879619852165
1.80374399625394,2.53469185091203,-1.33011199600927,-0.545276714488485,0.0270327349524815,0.0270327349524815
2.93427268192301,2.7587755928748,-0.730396504357993,-0.710540385274629,0.0278775079197466,0.0278775079197466
2.96917238624335,3.02483980768588,-0.852111979490503,-0.671310919818407,0.0287222808870116,0.0287222808870116
2.90337123678987,2.82687247288506,1.36037797065844,-0.953234697831269,0.0295670538542767,0.0295670538542767
2.93893335090258,2.73585480533718,-0.0196896407277107,0.292856766640551,0.0304118268215417,0.0304118268215417
2.82129006952168,2.80760766599674,1.09904588712493,1.26595219649836,0.0312565997888068,0.0312565997888068
2.62444446220645,2.51354218592556,-1.13102324622863,-1.07924504492555,0.0321013727560718,0.0321013727560718
2.87032127839414,2.86514449801419,0.693753906285044,0.999236202700803,0.0329461457233369,0.0329461457233369
2.54454006708569,2.52600161052528,-0.96932589785272,-0.471572148021663,0.0337909186906019,0.0337909186906019
2.32182338746305,2.33406431706073,-0.162778452949869,0.0158246432046709,0.0346356916578669,0.0346356916578669
2.70749460293054,2.43527176841765,-0.928727539568061,-0.82750531809481,0.035480464625132,0.035480464625132
2.42961684649123,2.3365494013027,-0.761833824407768,-0.627736494036819,0.036325237592397,0.036325237592397
